"コード","住所1","住所2"
"40001_2112_00","北九州市門司区","西海岸"
"40001_0930_00","北九州市門司区","西海岸通"
"40001_1021_00","北九州市門司区","西ヶ迫"
"40001_0955_00","北九州市門司区","錦町"
"40001_1995_00","北九州市門司区","西新町"
"40001_0029_00","北九州市門司区","西通町"
"40001_0979_00","北九州市門司区","西本町"
"40001_0195_00","北九州市門司区","西八坂町"
"40001_0625_00","北九州市門司区","貫田町"
"40001_1425_00","北九州市門司区","畑"
"40001_1110_00","北九州市門司区","畑田町"
"40001_1173_00","北九州市門司区","花山通"
"40001_1779_00","北九州市門司区","浜町"
"40001_2074_00","北九州市門司区","羽山"
"40001_0411_00","北九州市門司区","羽山町"
"40001_0308_00","北九州市門司区","原方町"
"40001_0563_00","北九州市門司区","原坂町"
"40001_1957_00","北九州市門司区","原町別院"
"40001_1526_00","北九州市門司区","光町"
"40001_1870_00","北九州市門司区","東新原町"
"40001_1983_00","北九州市門司区","東新町"
"40001_0690_00","北九州市門司区","東通町"
"40001_1084_00","北九州市門司区","東本町"
"40001_1868_00","北九州市門司区","東馬寄"
"40001_1096_00","北九州市門司区","東港町"
"40001_1781_00","北九州市門司区","東門司"
"40001_0310_00","北九州市門司区","東八坂町"
"40001_1312_00","北九州市門司区","柄杓田"
"40001_2338_00","北九州市門司区","柄杓田町"
"40001_2124_00","北九州市門司区","広石"
"40001_0880_00","北九州市門司区","広石町"
"40001_1538_00","北九州市門司区","藤ガ丘"
"40001_1565_00","北九州市門司区","藤松"
"40001_1514_00","北九州市門司区","藤見町"
"40001_0548_00","北九州市門司区","二タ松町"
"40001_0649_00","北九州市門司区","舟町"
"40001_1627_00","北九州市門司区","不老町"
"40001_1969_00","北九州市門司区","別院"
"40001_0070_00","北九州市門司区","別院通"
"40001_1161_00","北九州市門司区","法師庵"
"40001_1540_00","北九州市門司区","星ヶ丘"
"40001_2151_00","北九州市門司区","本町"
"40001_1209_00","北九州市門司区","本村町"
"40001_1843_00","北九州市門司区","馬寄谷"
"40001_1476_00","北九州市門司区","松崎町"
"40001_2391_00","北九州市門司区","松原"
"40001_0207_00","北九州市門司区","松原町"
"40001_2340_00","北九州市門司区","丸山"
"40001_1033_00","北九州市門司区","丸山町"
"40001_2353_00","北九州市門司区","丸山吉野町"
"40001_2403_00","北九州市門司区","緑ヶ丘"
"40001_0993_00","北九州市門司区","緑町"
"40001_0967_00","北九州市門司区","港町"
"40001_0474_00","北九州市門司区","南石原町"
"40001_0183_00","北九州市門司区","南栄町"
"40001_2062_00","北九州市門司区","南本町"
"40001_0839_00","北九州市門司区","宮町"
"40001_0272_00","北九州市門司区","御幸町"
"40001_1108_00","北九州市門司区","和布刈町"
"40001_2199_00","北九州市門司区","門司"
"40001_2136_00","北九州市門司区","元清滝"
"40001_0892_00","北九州市門司区","元清滝町"
"40001_1159_00","北九州市門司区","元谷町"
"40001_2478_00","北九州市門司区","桃山台"
"40001_2009_00","北九州市門司区","桃山町"
"40001_0132_00","北九州市門司区","柳原町"
"40001_1882_00","北九州市門司区","柳町"
"40001_0423_00","北九州市門司区","矢筈町"
"40001_0524_00","北九州市門司区","山口町"
"40001_1641_00","北九州市門司区","山田町"
"40001_1654_00","北九州市門司区","大和町"
"40001_1019_00","北九州市門司区","吉野町"
"40003_1074_00","北九州市若松区","青葉台西"
"40003_1050_00","北九州市若松区","青葉台東"
"40003_1062_00","北九州市若松区","青葉台南"
"40003_0704_00","北九州市若松区","赤岩町"
"40003_0538_00","北九州市若松区","赤崎町"
"40003_0680_00","北九州市若松区","赤島町"
"40003_0399_00","北九州市若松区","浅川"
"40003_0336_00","北九州市若松区","蜑住"
"40003_0348_00","北九州市若松区","有毛"
"40003_0247_00","北九州市若松区","安瀬"
"40003_0312_00","北九州市若松区","安屋"
"40003_0856_00","北九州市若松区","今光"
"40003_0692_00","北九州市若松区","今光町"
"40003_0641_00","北九州市若松区","栄盛川町"
"40003_0793_00","北九州市若松区","老松"
"40003_0666_00","北九州市若松区","大池町"
"40003_0781_00","北九州市若松区","大井戸町"
"40003_0589_00","北九州市若松区","大谷町"
"40003_0363_00","北九州市若松区","大鳥居"
"40003_0300_00","北九州市若松区","小竹"
"40003_0351_00","北九州市若松区","乙丸"
"40003_0969_00","北九州市若松区","片山"
"40003_0437_00","北九州市若松区","片山町"
"40003_0223_00","北九州市若松区","葛島"
"40003_0449_00","北九州市若松区","上原町"
"40003_0995_00","北九州市若松区","鴨生田"
"40003_0779_00","北九州市若松区","北浜"
"40003_0185_00","北九州市若松区","北湊町"
"40003_0870_00","北九州市若松区","響南町"
"40003_1163_00","北九州市若松区","くきのうみ中央"
"40003_1086_00","北九州市若松区","久岐の浜"
"40003_0108_00","北九州市若松区","倉浜町"
"40003_0274_00","北九州市若松区","小石"
"40003_0805_00","北九州市若松区","小石本村町"
"40003_0488_00","北九州市若松区","小糸町"
"40003_1124_00","北九州市若松区","向洋町"
"40003_0375_00","北九州市若松区","小敷"
"40003_1136_00","北九州市若松区","小敷ひびきの"
"40003_0033_00","北九州市若松区","堺町"
"40003_0122_00","北九州市若松区","桜町"
"40003_0464_00","北九州市若松区","迫田町"
"40003_0413_00","北九州市若松区","塩屋"
"40003_0514_00","北九州市若松区","下原町"
"40003_0944_00","北九州市若松区","新大谷町"
"40003_0021_00","北九州市若松区","新地"
"40003_0235_00","北九州市若松区","修多羅"
"40003_0387_00","北九州市若松区","高須"
"40003_1011_00","北九州市若松区","高須北"
"40003_0971_00","北九州市若松区","高須西"
"40003_1009_00","北九州市若松区","高須東"
"40003_0983_00","北九州市若松区","高須南"
"40003_0324_00","北九州市若松区","竹並"
"40003_0476_00","北九州市若松区","棚田町"
"40003_0678_00","北九州市若松区","築地町"
"40003_0920_00","北九州市若松区","鉄道官有地"
"40003_0298_00","北九州市若松区","頓田"
"40003_0882_00","北九州市若松区","童子丸"
"40003_0716_00","北九州市若松区","童子丸町"
"40003_0755_00","北九州市若松区","中川町"
"40003_0490_00","北九州市若松区","中畑町"
"40003_0627_00","北九州市若松区","波打町"
"40003_0452_00","北九州市若松区","西小石町"
"40003_0591_00","北九州市若松区","西園町"
"40003_0728_00","北九州市若松区","西天神町"
"40003_0577_00","北九州市若松区","西畑町"
"40003_0146_00","北九州市若松区","西本町"
"40003_0134_00","北九州市若松区","白山"
"40003_0286_00","北九州市若松区","畠田"
"40003_0932_00","北九州市若松区","畑谷町"
"40003_1100_00","北九州市若松区","花野路"
"40003_0767_00","北九州市若松区","浜町"
"40003_0401_00","北九州市若松区","払川"
"40003_0553_00","北九州市若松区","原町"
"40003_0540_00","北九州市若松区","東小石町"
"40003_0565_00","北九州市若松区","東畑町"
"40003_0894_00","北九州市若松区","東二島"
"40003_1112_00","北九州市若松区","ひびきの"
"40003_1148_00","北九州市若松区","ひびきの北"
"40003_1151_00","北九州市若松区","ひびきの南"
"40003_0918_00","北九州市若松区","響町"
"40003_0639_00","北九州市若松区","深町"
"40003_1047_00","北九州市若松区","藤木"
"40003_0250_00","北九州市若松区","藤ノ木"
"40003_0262_00","北九州市若松区","二島"
"40003_0425_00","北九州市若松区","二島町"
"40003_0829_00","北九州市若松区","古前"
"40003_0058_00","北九州市若松区","古前町"
"40003_0019_00","北九州市若松区","本町"
"40003_1023_00","北九州市若松区","松崎町"
"40003_1098_00","北九州市若松区","南二島"
"40003_0502_00","北九州市若松区","宮前町"
"40003_0843_00","北九州市若松区","宮丸"
"40003_0654_00","北九州市若松区","宮丸町"
"40003_0906_00","北九州市若松区","元海岸通"
"40003_1035_00","北九州市若松区","柳崎町"
"40003_0817_00","北九州市若松区","山手町"
"40003_0110_00","北九州市若松区","山手通"
"40003_0096_00","北九州市若松区","山の口通"
"40003_0603_00","北九州市若松区","山ノ堂町"
"40003_0957_00","北九州市若松区","百合野町"
"40003_0730_00","北九州市若松区","用勺町"
"40003_0831_00","北九州市若松区","和田町"
"40005_0086_00","北九州市戸畑区","旭町"
"40005_0213_00","北九州市戸畑区","浅生"
"40005_0530_00","北九州市戸畑区","一枝"
"40005_0237_00","北九州市戸畑区","沖台"
"40005_0670_00","北九州市戸畑区","沖台通"
"40005_0478_00","北九州市戸畑区","川代"
"40005_0252_00","北九州市戸畑区","瓦町"
"40005_0415_00","北九州市戸畑区","観音寺町"
"40005_0492_00","北九州市戸畑区","北鳥旗町"
"40005_0516_00","北九州市戸畑区","銀座"
"40005_0389_00","北九州市戸畑区","弘文町"
"40005_0201_00","北九州市戸畑区","小芝"
"40005_0391_00","北九州市戸畑区","金比羅町"
"40005_0124_00","北九州市戸畑区","幸町"
"40005_0629_00","北九州市戸畑区","境川"
"40005_0276_00","北九州市戸畑区","堺川町"
"40005_0439_00","北九州市戸畑区","沢見"
"40005_0187_00","北九州市戸畑区","三六町"
"40005_0617_00","北九州市戸畑区","椎ノ木町"
"40005_0528_00","北九州市戸畑区","汐井町"
"40005_0175_00","北九州市戸畑区","正津町"
"40005_0427_00","北九州市戸畑区","新池"
"40005_0314_00","北九州市戸畑区","新川町"
"40005_0466_00","北九州市戸畑区","菅原"
"40005_0249_00","北九州市戸畑区","仙水町"
"40005_0163_00","北九州市戸畑区","千防"
"40005_0542_00","北九州市戸畑区","高峰"
"40005_0403_00","北九州市戸畑区","高峰町"
"40005_0377_00","北九州市戸畑区","槻田"
"40005_0454_00","北九州市戸畑区","土取町"
"40005_0199_00","北九州市戸畑区","天神"
"40005_0035_00","北九州市戸畑区","天籟寺"
"40005_0011_00","北九州市戸畑区","戸畑"
"40005_0682_00","北九州市戸畑区","飛幡町"
"40005_0365_00","北九州市戸畑区","中井"
"40005_0023_00","北九州市戸畑区","中原"
"40005_0694_00","北九州市戸畑区","中原新町"
"40005_0441_00","北九州市戸畑区","中原西"
"40005_0668_00","北九州市戸畑区","中原東"
"40005_0100_00","北九州市戸畑区","中本町"
"40005_0579_00","北九州市戸畑区","西大谷"
"40005_0593_00","北九州市戸畑区","西鞘ヶ谷町"
"40005_0151_00","北九州市戸畑区","初音町"
"40005_0264_00","北九州市戸畑区","花園町"
"40005_0567_00","北九州市戸畑区","東大谷"
"40005_0581_00","北九州市戸畑区","東鞘ヶ谷町"
"40005_0074_00","北九州市戸畑区","東本町"
"40005_0605_00","北九州市戸畑区","福柳木"
"40005_0290_00","北九州市戸畑区","弁入町"
"40005_0631_00","北九州市戸畑区","牧山"
"40005_0656_00","北九州市戸畑区","牧山海岸"
"40005_0643_00","北九州市戸畑区","牧山新町"
"40005_0326_00","北九州市戸畑区","丸町"
"40005_0504_00","北九州市戸畑区","南鳥旗町"
"40005_0062_00","北九州市戸畑区","明治町"
"40005_0480_00","北九州市戸畑区","元宮町"
"40005_0353_00","北九州市戸畑区","夜宮"
"40006_0012_00","北九州市小倉北区","藍島"
"40006_0024_00","北九州市小倉北区","青葉"
"40006_1281_00","北九州市小倉北区","青葉町"
"40006_0036_00","北九州市小倉北区","赤坂"
"40006_0048_00","北九州市小倉北区","赤坂海岸"
"40006_0099_00","北九州市小倉北区","浅野"
"40006_1230_00","北九州市小倉北区","浅野町"
"40006_0051_00","北九州市小倉北区","朝日ヶ丘"
"40006_0063_00","北九州市小倉北区","足原"
"40006_0075_00","北九州市小倉北区","愛宕"
"40006_0087_00","北九州市小倉北区","足立"
"40006_1255_00","北九州市小倉北区","足立町"
"40006_0149_00","北九州市小倉北区","泉台"
"40006_1180_00","北九州市小倉北区","板櫃"
"40006_0101_00","北九州市小倉北区","板櫃町"
"40006_0125_00","北九州市小倉北区","井堀"
"40006_0152_00","北九州市小倉北区","今町"
"40006_0137_00","北九州市小倉北区","鋳物師町"
"40006_0164_00","北九州市小倉北区","魚町"
"40006_0176_00","北九州市小倉北区","宇佐町"
"40006_0188_00","北九州市小倉北区","馬島"
"40006_0190_00","北九州市小倉北区","江南町"
"40006_0202_00","北九州市小倉北区","大田町"
"40006_0226_00","北九州市小倉北区","大手町"
"40006_0238_00","北九州市小倉北区","大畠"
"40006_0240_00","北九州市小倉北区","鍛冶町"
"40006_0253_00","北九州市小倉北区","片野"
"40006_0265_00","北九州市小倉北区","片野新町"
"40006_0277_00","北九州市小倉北区","金田"
"40006_0289_00","北九州市小倉北区","上到津"
"40006_1242_00","北九州市小倉北区","神岳町"
"40006_0291_00","北九州市小倉北区","上富野"
"40006_0303_00","北九州市小倉北区","蒲生"
"40006_0315_00","北九州市小倉北区","香春口"
"40006_0327_00","北九州市小倉北区","神岳"
"40006_0339_00","北九州市小倉北区","貴船町"
"40006_0341_00","北九州市小倉北区","木町"
"40006_0354_00","北九州市小倉北区","京町"
"40006_0366_00","北九州市小倉北区","清水"
"40006_0380_00","北九州市小倉北区","霧ヶ丘"
"40006_0378_00","北九州市小倉北区","金鶏町"
"40006_0404_00","北九州市小倉北区","熊谷"
"40006_0392_00","北九州市小倉北区","熊本"
"40006_0416_00","北九州市小倉北区","黒住町"
"40006_0428_00","北九州市小倉北区","黒原"
"40006_0442_00","北九州市小倉北区","黄金"
"40006_0556_00","北九州市小倉北区","小熊野"
"40006_0543_00","北九州市小倉北区","許斐町"
"40006_0467_00","北九州市小倉北区","米町"
"40006_0455_00","北九州市小倉北区","小文字"
"40006_0479_00","北九州市小倉北区","紺屋町"
"40006_1279_00","北九州市小倉北区","菜園場通"
"40006_0493_00","北九州市小倉北区","菜園場"
"40006_0505_00","北九州市小倉北区","堺町"
"40006_0517_00","北九州市小倉北区","三郎丸"
"40006_0529_00","北九州市小倉北区","皿山町"
"40006_0531_00","北九州市小倉北区","山門町"
"40006_0568_00","北九州市小倉北区","重住"
"40006_0582_00","北九州市小倉北区","篠崎"
"40006_0594_00","北九州市小倉北区","下到津"
"40006_0606_00","北九州市小倉北区","下富野"
"40006_0671_00","北九州市小倉北区","昭和町"
"40006_0620_00","北九州市小倉北区","白銀"
"40006_0618_00","北九州市小倉北区","白萩町"
"40006_0683_00","北九州市小倉北区","神幸町"
"40006_0695_00","北九州市小倉北区","新高田"
"40006_1216_00","北九州市小倉北区","親和町"
"40006_0632_00","北九州市小倉北区","寿山町"
"40006_0669_00","北九州市小倉北区","城内"
"40006_0644_00","北九州市小倉北区","城野"
"40006_0657_00","北九州市小倉北区","城野団地"
"40006_0707_00","北九州市小倉北区","末広"
"40006_0721_00","北九州市小倉北区","須賀町"
"40006_0719_00","北九州市小倉北区","砂津"
"40006_0745_00","北九州市小倉北区","船頭町"
"40006_0733_00","北九州市小倉北区","船場町"
"40006_0760_00","北九州市小倉北区","高尾"
"40006_0808_00","北九州市小倉北区","高浜"
"40006_0796_00","北九州市小倉北区","高坊"
"40006_0772_00","北九州市小倉北区","高見台"
"40006_0784_00","北九州市小倉北区","高峰町"
"40006_0822_00","北九州市小倉北区","竪林町"
"40006_0810_00","北九州市小倉北区","竪町"
"40006_0834_00","北九州市小倉北区","田町"
"40006_0758_00","北九州市小倉北区","大門"
"40006_0846_00","北九州市小倉北区","常盤町"
"40006_0859_00","北九州市小倉北区","富野"
"40006_1204_00","北九州市小倉北区","富野台"
"40006_0873_00","北九州市小倉北区","中井"
"40006_0885_00","北九州市小倉北区","中井口"
"40006_1228_00","北九州市小倉北区","中井浜"
"40006_0909_00","北九州市小倉北区","中島"
"40006_0897_00","北九州市小倉北区","中津口"
"40006_0911_00","北九州市小倉北区","長浜町"
"40006_1267_00","北九州市小倉北区","西港"
"40006_0923_00","北九州市小倉北区","西港町"
"40006_0923_01","北九州市小倉北区","西港町日明埋立地不詳番地"
"40006_0947_00","北九州市小倉北区","萩崎町"
"40006_0962_00","北九州市小倉北区","原町"
"40006_0950_00","北九州市小倉北区","馬借"
"40006_0974_00","北九州市小倉北区","日明"
"40006_0998_00","北九州市小倉北区","東篠崎"
"40006_1002_00","北九州市小倉北区","東城野町"
"40006_1192_00","北九州市小倉北区","東港"
"40006_1014_00","北九州市小倉北区","東港町"
"40006_1038_00","北九州市小倉北区","平松"
"40006_1026_00","北九州市小倉北区","平松町"
"40006_1040_00","北九州市小倉北区","古船場町"
"40006_1065_00","北九州市小倉北区","弁天町"
"40006_1077_00","北九州市小倉北区","真鶴"
"40006_1089_00","北九州市小倉北区","緑ヶ丘"
"40006_1115_00","北九州市小倉北区","南丘"
"40006_1091_00","北九州市小倉北区","三萩野"
"40006_1103_00","北九州市小倉北区","都"
"40006_1127_00","北九州市小倉北区","妙見町"
"40006_1139_00","北九州市小倉北区","室町"
"40006_1141_00","北九州市小倉北区","明和町"
"40006_1166_00","北九州市小倉北区","吉野町"
"40006_1178_00","北九州市小倉北区","若富士町"
"40007_0544_00","北九州市小倉南区","安部山"
"40007_0013_00","北九州市小倉南区","石田"
"40007_0621_00","北九州市小倉南区","石田町"
"40007_0761_00","北九州市小倉南区","石田南"
"40007_0025_00","北九州市小倉南区","石原町"
"40007_0037_00","北九州市小倉南区","市丸"
"40007_0049_00","北九州市小倉南区","井手浦"
"40007_0052_00","北九州市小倉南区","合馬"
"40007_0064_00","北九州市小倉南区","長行"
"40007_0874_00","北九州市小倉南区","長行西"
"40007_0886_00","北九州市小倉南区","長行東"
"40007_0076_00","北九州市小倉南区","隠蓑"
"40007_0088_00","北九州市小倉南区","頂吉"
"40007_0708_00","北九州市小倉南区","上石田"
"40007_0660_00","北九州市小倉南区","上葛原"
"40007_0951_00","北九州市小倉南区","上曽根"
"40007_0963_00","北九州市小倉南区","上曽根新町"
"40007_0975_00","北九州市小倉南区","上貫"
"40007_0847_00","北九州市小倉南区","上吉田"
"40007_0090_00","北九州市小倉南区","蒲生"
"40007_0773_00","北九州市小倉南区","企救丘"
"40007_0102_00","北九州市小倉南区","北方"
"40007_0114_00","北九州市小倉南区","木下"
"40007_1256_00","北九州市小倉南区","空港北町"
"40007_0126_00","北九州市小倉南区","朽網"
"40007_1066_00","北九州市小倉南区","朽網西"
"40007_1078_00","北九州市小倉南区","朽網東"
"40007_0138_00","北九州市小倉南区","葛原"
"40007_0557_00","北九州市小倉南区","葛原高松"
"40007_0571_00","北九州市小倉南区","葛原東"
"40007_0569_00","北九州市小倉南区","葛原本町"
"40007_0722_00","北九州市小倉南区","葛原元町"
"40007_0140_00","北九州市小倉南区","小森"
"40007_0153_00","北九州市小倉南区","志井"
"40007_1092_00","北九州市小倉南区","志井公園"
"40007_1217_00","北九州市小倉南区","志井鷹羽台"
"40007_0165_00","北九州市小倉南区","重住"
"40007_0785_00","北九州市小倉南区","志徳"
"40007_0710_00","北九州市小倉南区","下石田"
"40007_0189_00","北九州市小倉南区","下城野"
"40007_0583_00","北九州市小倉南区","下曽根"
"40007_0835_00","北九州市小倉南区","下曽根新町"
"40007_1155_00","北九州市小倉南区","下徳力"
"40007_0987_00","北九州市小倉南区","下貫"
"40007_0898_00","北九州市小倉南区","下南方"
"40007_0862_00","北九州市小倉南区","下吉田"
"40007_0759_00","北九州市小倉南区","下吉田団地"
"40007_1128_00","北九州市小倉南区","新曽根"
"40007_0203_00","北九州市小倉南区","新道寺"
"40007_0191_00","北九州市小倉南区","城野"
"40007_0684_00","北九州市小倉南区","星和台"
"40007_0215_00","北九州市小倉南区","曽根"
"40007_1270_00","北九州市小倉南区","曽根北町"
"40007_0227_00","北九州市小倉南区","曽根新田"
"40007_1193_00","北九州市小倉南区","曽根新田北"
"40007_1243_00","北九州市小倉南区","曽根新田南"
"40007_0239_00","北九州市小倉南区","高津尾"
"40007_0900_00","北九州市小倉南区","高野"
"40007_0241_00","北九州市小倉南区","田代"
"40007_0254_00","北九州市小倉南区","田原"
"40007_0823_00","北九州市小倉南区","田原新町"
"40007_0266_00","北九州市小倉南区","辻三"
"40007_0278_00","北九州市小倉南区","津田"
"40007_0797_00","北九州市小倉南区","津田新町"
"40007_0999_00","北九州市小倉南区","津田南町"
"40007_0292_00","北九州市小倉南区","徳吉"
"40007_0912_00","北九州市小倉南区","徳吉西"
"40007_0924_00","北九州市小倉南区","徳吉東"
"40007_0936_00","北九州市小倉南区","徳吉南"
"40007_0280_00","北九州市小倉南区","徳力"
"40007_1205_00","北九州市小倉南区","徳力新町"
"40007_1130_00","北九州市小倉南区","徳力団地"
"40007_0304_00","北九州市小倉南区","道原"
"40007_1003_00","北九州市小倉南区","中曽根"
"40007_1080_00","北九州市小倉南区","中曽根新町"
"40007_1015_00","北九州市小倉南区","中曽根東"
"40007_1027_00","北九州市小倉南区","中貫"
"40007_1179_00","北九州市小倉南区","中貫本町"
"40007_0850_00","北九州市小倉南区","中吉田"
"40007_0532_00","北九州市小倉南区","中吉田町"
"40007_0948_00","北九州市小倉南区","長尾"
"40007_0316_00","北九州市小倉南区","長野"
"40007_1039_00","北九州市小倉南区","長野東町"
"40007_0809_00","北九州市小倉南区","長野本町"
"40007_1041_00","北九州市小倉南区","西貫"
"40007_0328_00","北九州市小倉南区","西水町"
"40007_0330_00","北九州市小倉南区","蜷田"
"40007_0658_00","北九州市小倉南区","蜷田若園"
"40007_0342_00","北九州市小倉南区","貫"
"40007_1181_00","北九州市小倉南区","貫弥生が丘"
"40007_0355_00","北九州市小倉南区","沼"
"40007_1229_00","北九州市小倉南区","沼新町"
"40007_0607_00","北九州市小倉南区","沼本町"
"40007_0595_00","北九州市小倉南区","沼緑町"
"40007_0619_00","北九州市小倉南区","沼南町"
"40007_0393_00","北九州市小倉南区","八幡町"
"40007_0381_00","北九州市小倉南区","葉山町"
"40007_0379_00","北九州市小倉南区","春ヶ丘"
"40007_0367_00","北九州市小倉南区","春吉"
"40007_1054_00","北九州市小倉南区","東貫"
"40007_0405_00","北九州市小倉南区","東水町"
"40007_0696_00","北九州市小倉南区","日の出町"
"40007_1231_00","北九州市小倉南区","平尾台"
"40007_0417_00","北九州市小倉南区","富士見"
"40007_0429_00","北九州市小倉南区","堀越"
"40007_1167_00","北九州市小倉南区","舞ケ丘"
"40007_0431_00","北九州市小倉南区","南方"
"40007_0633_00","北九州市小倉南区","南若園町"
"40007_0443_00","北九州市小倉南区","母原"
"40007_0456_00","北九州市小倉南区","守恒"
"40007_1116_00","北九州市小倉南区","守恒本町"
"40007_0645_00","北九州市小倉南区","八重洲町"
"40007_0811_00","北九州市小倉南区","山手"
"40007_0468_00","北九州市小倉南区","山本"
"40007_0470_00","北九州市小倉南区","湯川"
"40007_0672_00","北九州市小倉南区","湯川新町"
"40007_0482_00","北九州市小倉南区","横代"
"40007_0734_00","北九州市小倉南区","横代北町"
"40007_1142_00","北九州市小倉南区","横代葉山"
"40007_0746_00","北九州市小倉南区","横代東町"
"40007_1104_00","北九州市小倉南区","横代南町"
"40007_0494_00","北九州市小倉南区","吉田"
"40007_1268_00","北九州市小倉南区","吉田にれの木坂"
"40007_0506_00","北九州市小倉南区","呼野"
"40007_0520_00","北九州市小倉南区","若園"
"40007_0518_00","北九州市小倉南区","若園町"
"40008_0014_00","北九州市八幡西区","相生町"
"40008_0026_00","北九州市八幡西区","青山"
"40008_0038_00","北九州市八幡西区","浅川"
"40008_1547_00","北九州市八幡西区","浅川学園台"
"40008_1079_00","北九州市八幡西区","浅川台"
"40008_1194_00","北九州市八幡西区","浅川日の峯"
"40008_1598_00","北九州市八幡西区","浅川町"
"40008_0040_00","北九州市八幡西区","穴生"
"40008_1358_00","北九州市八幡西区","池田"
"40008_1360_00","北九州市八幡西区","石坂"
"40008_0952_00","北九州市八幡西区","泉ヶ浦"
"40008_1004_00","北九州市八幡西区","医生ヶ丘"
"40008_0053_00","北九州市八幡西区","市瀬"
"40008_1600_00","北九州市八幡西区","岩崎"
"40008_1271_00","北九州市八幡西区","上の原"
"40008_0065_00","北九州市八幡西区","永犬丸"
"40008_0988_00","北九州市八幡西区","永犬丸西町"
"40008_1283_00","北九州市八幡西区","永犬丸東町"
"40008_1067_00","北九州市八幡西区","永犬丸南町"
"40008_1016_00","北九州市八幡西区","大浦"
"40008_1168_00","北九州市八幡西区","大畑町"
"40008_1232_00","北九州市八幡西区","大平"
"40008_1244_00","北九州市八幡西区","大平台"
"40008_0077_00","北九州市八幡西区","岡田町"
"40008_1206_00","北九州市八幡西区","沖田"
"40008_1574_00","北九州市八幡西区","御開"
"40008_0661_00","北九州市八幡西区","折尾"
"40008_1485_00","北九州市八幡西区","折尾町"
"40008_1485_01","北九州市八幡西区","折尾町自由ケ丘"
"40008_1485_02","北九州市八幡西区","折尾町蓮池町"
"40008_1129_00","北九州市八幡西区","春日台"
"40008_0089_00","北九州市八幡西区","香月"
"40008_1372_00","北九州市八幡西区","香月中央"
"40008_1384_00","北九州市八幡西区","香月西"
"40008_1396_00","北九州市八幡西区","上香月"
"40008_0091_00","北九州市八幡西区","上上津役"
"40008_0673_00","北九州市八幡西区","岸の浦"
"40008_0103_00","北九州市八幡西区","北鷹見町"
"40008_1117_00","北九州市八幡西区","吉祥寺町"
"40008_1295_00","北九州市八幡西区","貴船台"
"40008_0685_00","北九州市八幡西区","京良城町"
"40008_0697_00","北九州市八幡西区","洞北町"
"40008_0709_00","北九州市八幡西区","洞南町"
"40008_1612_00","北九州市八幡西区","楠北"
"40008_0747_00","北九州市八幡西区","楠木"
"40008_0115_00","北九州市八幡西区","楠橋"
"40008_0115_01","北九州市八幡西区","楠橋上方"
"40008_0115_02","北九州市八幡西区","楠橋下方"
"40008_0115_03","北九州市八幡西区","楠橋西"
"40008_0115_04","北九州市八幡西区","楠橋東"
"40008_0115_05","北九州市八幡西区","楠橋南"
"40008_0711_00","北九州市八幡西区","熊手"
"40008_0723_00","北九州市八幡西区","熊西"
"40008_0735_00","北九州市八幡西区","黒崎"
"40008_1535_00","北九州市八幡西区","黒崎城石"
"40008_0750_00","北九州市八幡西区","皇后崎町"
"40008_1042_00","北九州市八幡西区","河桃町"
"40008_0127_00","北九州市八幡西区","紅梅"
"40008_0139_00","北九州市八幡西区","光明"
"40008_0141_00","北九州市八幡西区","小鷺田町"
"40008_0913_00","北九州市八幡西区","小敷"
"40008_0154_00","北九州市八幡西区","小嶺"
"40008_1170_00","北九州市八幡西区","小嶺台"
"40008_0166_00","北九州市八幡西区","木屋瀬"
"40008_0178_00","北九州市八幡西区","金剛"
"40008_0180_00","北九州市八幡西区","幸神"
"40008_0204_00","北九州市八幡西区","桜ヶ丘町"
"40008_0192_00","北九州市八幡西区","笹田"
"40008_1624_00","北九州市八幡西区","さつき台"
"40008_1473_00","北九州市八幡西区","里中"
"40008_1131_00","北九州市八幡西区","三ヶ森"
"40008_0216_00","北九州市八幡西区","下上津役"
"40008_0216_01","北九州市八幡西区","下上津役旭ヶ丘"
"40008_0216_02","北九州市八幡西区","下上津役沖田"
"40008_0216_03","北九州市八幡西区","下上津役辻畠"
"40008_1143_00","北九州市八幡西区","下上津役元町"
"40008_1319_00","北九州市八幡西区","下畑町"
"40008_1511_00","北九州市八幡西区","松寿山"
"40008_1105_00","北九州市八幡西区","白岩町"
"40008_1081_00","北九州市八幡西区","自由ヶ丘"
"40008_0230_00","北九州市八幡西区","陣原"
"40008_0228_00","北九州市八幡西区","陣山"
"40008_0242_00","北九州市八幡西区","菅原町"
"40008_1055_00","北九州市八幡西区","瀬板"
"40008_0255_00","北九州市八幡西区","清納"
"40008_1497_00","北九州市八幡西区","清納町"
"40008_0267_00","北九州市八幡西区","星和町"
"40008_1550_00","北九州市八幡西区","高江"
"40008_0279_00","北九州市八幡西区","鷹の巣"
"40008_0990_00","北九州市八幡西区","鷹見台"
"40008_0281_00","北九州市八幡西区","竹末"
"40008_0293_00","北九州市八幡西区","田町"
"40008_0949_00","北九州市八幡西区","大膳"
"40008_0317_00","北九州市八幡西区","茶売町"
"40008_1408_00","北九州市八幡西区","茶屋の原"
"40008_1446_00","北九州市八幡西区","千代"
"40008_1028_00","北九州市八幡西区","千代ヶ崎"
"40008_0305_00","北九州市八幡西区","築地町"
"40008_0329_00","北九州市八幡西区","筒井町"
"40008_0331_00","北九州市八幡西区","鉄王"
